age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement
59,Travel_Frequently,Research & Development,10,4,Life Sciences,1283,3,Research Scientist,Single,23080,7.0,19,1,4,1,3,1.0,3.0,2.0,2
29,Travel_Rarely,Research & Development,28,4,Life Sciences,1284,1,Sales Representative,Married,48410,0.0,11,0,3,0,4,3.0,2.0,3.0,3
31,Travel_Rarely,Research & Development,3,2,Medical,1285,3,Sales Executive,Single,42850,1.0,21,1,2,1,0,3.0,2.0,3.0,1
32,Travel_Rarely,Sales,3,4,Life Sciences,1286,2,Manufacturing Director,Married,97150,1.0,15,1,1,0,9,2.0,2.0,3.0,2
36,Travel_Rarely,Research & Development,2,3,Life Sciences,1287,2,Sales Representative,Married,43200,3.0,17,0,2,0,0,2.0,4.0,3.0,3
31,Travel_Rarely,Research & Development,27,3,Medical,1288,2,Research Director,Single,21320,1.0,18,0,3,1,8,3.0,4.0,3.0,3
35,Travel_Rarely,Research & Development,2,4,Medical,1289,2,Healthcare Representative,Single,101240,0.0,14,1,2,2,8,3.0,1.0,3.0,4
45,Travel_Rarely,Human Resources,14,3,Human Resources,1290,1,Sales Executive,Married,54730,4.0,13,0,3,0,0,4.0,1.0,4.0,1
37,Travel_Rarely,Research & Development,1,3,Life Sciences,1291,3,Sales Executive,Single,52070,4.0,17,3,3,0,2,1.0,3.0,4.0,3
46,Travel_Rarely,Research & Development,9,3,Medical,1292,3,Manager,Divorced,164370,8.0,15,1,0,0,2,2.0,2.0,3.0,3
30,Travel_Rarely,Sales,18,3,Life Sciences,1293,4,Human Resources,Married,22960,1.0,18,1,2,3,0,4.0,4.0,2.0,3
35,Travel_Rarely,Research & Development,20,4,Life Sciences,1294,3,Human Resources,Single,40690,1.0,13,0,5,0,4,2.0,3.0,3.0,3
55,Travel_Rarely,Research & Development,2,3,Life Sciences,1295,2,Laboratory Technician,Married,74410,3.0,12,1,4,1,0,1.0,4.0,3.0,3
38,Non-Travel,Sales,11,1,Marketing,1296,2,Laboratory Technician,Divorced,24300,7.0,13,2,2,1,9,2.0,4.0,3.0,4
34,Travel_Rarely,Research & Development,8,2,Medical,1297,1,Research Scientist,Married,58780,1.0,14,0,1,1,3,1.0,2.0,3.0,3
56,Travel_Rarely,Human Resources,2,1,Medical,1298,2,Sales Executive,Single,26440,4.0,11,1,2,0,2,4.0,4.0,2.0,3
23,Travel_Rarely,Research & Development,10,3,Medical,1299,2,Laboratory Technician,Divorced,64390,3.0,22,3,2,0,0,3.0,1.0,3.0,3
51,Travel_Rarely,Research & Development,29,4,Life Sciences,1300,5,Manufacturing Director,Married,24510,3.0,17,0,2,0,3,4.0,4.0,3.0,2
30,Travel_Rarely,Sales,8,2,Technical Degree,1301,1,Sales Representative,Married,63920,1.0,21,1,2,10,8,3.0,4.0,3.0,4
46,Travel_Rarely,Sales,1,2,Medical,1302,2,Research Scientist,Single,97140,1.0,22,0,0,4,7,3.0,4.0,3.0,3
40,Travel_Frequently,Research & Development,6,3,Medical,1303,1,Healthcare Representative,Married,60770,1.0,16,2,2,11,11,3.0,2.0,2.0,2
51,Travel_Rarely,Research & Development,8,4,Life Sciences,1304,5,Sales Representative,Single,24500,0.0,12,1,2,1,0,3.0,4.0,1.0,3
30,Travel_Rarely,Research & Development,9,3,Life Sciences,1305,1,Manufacturing Director,Divorced,92500,1.0,12,3,0,2,7,3.0,2.0,2.0,3
46,Travel_Frequently,Research & Development,12,1,Medical,1306,1,Laboratory Technician,Married,20740,2.0,15,1,3,9,5,3.0,1.0,2.0,3
32,Travel_Rarely,Sales,15,3,Marketing,1307,1,Research Scientist,Single,101690,1.0,14,0,6,5,7,2.0,3.0,3.0,2
54,Travel_Rarely,Research & Development,25,1,Medical,1308,1,Laboratory Technician,Married,48550,9.0,25,1,2,0,3,1.0,3.0,1.0,2
24,Travel_Rarely,Sales,6,2,Marketing,1309,2,Research Scientist,Married,40870,0.0,20,3,1,0,2,1.0,3.0,2.0,3
28,Non-Travel,Sales,9,4,Medical,1310,2,Laboratory Technician,Married,23670,1.0,13,0,2,0,4,2.0,3.0,4.0,2
58,Travel_Rarely,Research & Development,8,4,Life Sciences,1311,2,Sales Executive,Single,29720,0.0,14,0,2,1,8,4.0,3.0,2.0,4
44,Non-Travel,Research & Development,23,2,Medical,1312,1,Research Scientist,Married,195860,4.0,16,0,3,1,2,2.0,2.0,4.0,2
37,Travel_Rarely,Human Resources,9,3,Human Resources,1313,2,Healthcare Representative,Divorced,54840,2.0,17,0,4,0,2,3.0,1.0,3.0,3
32,Travel_Rarely,Human Resources,12,2,Human Resources,1314,1,Sales Representative,Single,20610,1.0,15,1,2,0,0,4.0,1.0,3.0,2
20,Travel_Frequently,Sales,4,4,Life Sciences,1315,2,Healthcare Representative,Single,99240,1.0,22,0,3,1,0,4.0,4.0,3.0,3
34,Travel_Rarely,Research & Development,1,4,Other,1316,4,Laboratory Technician,Single,41980,1.0,22,1,2,2,10,1.0,3.0,3.0,2
37,Non-Travel,Sales,24,2,Life Sciences,1317,1,Research Scientist,Divorced,68150,5.0,20,1,3,0,0,3.0,4.0,4.0,3
59,Non-Travel,Research & Development,12,2,Life Sciences,1318,2,Sales Executive,Married,47230,9.0,14,0,0,2,2,3.0,4.0,3.0,3
50,Travel_Frequently,Research & Development,3,4,Medical,1319,4,Research Scientist,Married,61420,3.0,13,2,3,0,7,1.0,2.0,2.0,2
25,Travel_Rarely,Sales,10,1,Marketing,1320,2,Research Director,Single,82370,1.0,13,0,6,0,3,3.0,3.0,3.0,2
25,Travel_Rarely,Research & Development,26,3,Technical Degree,1321,1,Laboratory Technician,Married,88530,1.0,22,1,3,2,1,4.0,4.0,3.0,3
22,Travel_Rarely,Research & Development,2,1,Life Sciences,1322,1,Sales Representative,Single,193310,1.0,12,1,2,0,0,2.0,4.0,3.0,3
51,Travel_Frequently,Research & Development,1,3,Life Sciences,1323,1,Sales Executive,Single,20730,3.0,14,1,4,12,8,1.0,1.0,2.0,3
34,Travel_Frequently,Human Resources,4,4,Life Sciences,1324,5,Sales Executive,Single,55620,1.0,15,0,3,0,6,1.0,3.0,3.0,3
54,Non-Travel,Research & Development,9,3,Life Sciences,1325,1,Laboratory Technician,Single,196130,2.0,17,0,5,4,4,4.0,4.0,3.0,3
24,Travel_Rarely,Research & Development,2,1,Life Sciences,1326,2,Laboratory Technician,Married,34070,0.0,13,1,4,1,2,2.0,3.0,3.0,3
34,Travel_Rarely,Sales,4,3,Marketing,1327,2,Sales Representative,Divorced,50630,6.0,12,1,2,0,0,3.0,2.0,3.0,3
37,Travel_Rarely,Sales,6,1,Technical Degree,1328,1,Laboratory Technician,Single,46390,2.0,12,2,3,1,3,3.0,4.0,3.0,3
34,Travel_Rarely,Sales,9,2,Medical,1329,2,Healthcare Representative,Single,48760,2.0,21,1,3,5,8,3.0,1.0,3.0,3
36,Travel_Frequently,Human Resources,7,3,Medical,1330,1,Research Scientist,Married,26900,0.0,11,0,1,2,8,2.0,4.0,3.0,3
36,Travel_Rarely,Research & Development,1,3,Medical,1331,2,Manufacturing Director,Divorced,175670,5.0,13,0,6,0,0,1.0,4.0,3.0,3
43,Travel_Frequently,Research & Development,3,4,Life Sciences,1332,1,Sales Executive,Married,24080,1.0,12,1,3,4,12,3.0,4.0,4.0,3
30,Travel_Frequently,Research & Development,10,3,Life Sciences,1333,3,Healthcare Representative,Divorced,28140,1.0,24,0,2,0,9,1.0,3.0,2.0,3
33,Non-Travel,Sales,7,3,Life Sciences,1334,2,Sales Executive,Married,112450,0.0,21,0,3,0,7,3.0,2.0,4.0,3
56,Travel_Rarely,Research & Development,15,3,Life Sciences,1335,2,Laboratory Technician,Married,33120,9.0,19,0,1,4,3,2.0,2.0,3.0,1
51,Travel_Rarely,Research & Development,3,2,Other,1336,2,Sales Representative,Single,190490,7.0,14,1,2,15,15,1.0,3.0,3.0,3
31,Travel_Rarely,Research & Development,2,4,Technical Degree,1337,3,Sales Executive,Married,21410,4.0,20,0,2,7,7,2.0,3.0,2.0,3
26,Travel_Rarely,Sales,17,3,Medical,1338,2,Manager,Married,57690,1.0,19,0,4,4,3,3.0,2.0,2.0,2
58,Travel_Rarely,Sales,2,2,Medical,1339,1,Research Scientist,Married,43850,1.0,13,1,2,15,6,4.0,4.0,2.0,2
19,Travel_Rarely,Research & Development,5,2,Life Sciences,1340,1,Manager,Single,53320,1.0,23,1,2,0,0,4.0,3.0,2.0,3
22,Travel_Rarely,Sales,29,4,Technical Degree,1341,1,Sales Executive,Married,46630,0.0,13,1,1,2,1,3.0,4.0,3.0,3
49,Travel_Rarely,Research & Development,2,3,Life Sciences,1342,1,Sales Executive,Married,47240,1.0,11,1,3,5,11,3.0,1.0,2.0,2
43,Travel_Frequently,Sales,2,2,Life Sciences,1343,1,Sales Executive,Single,32110,4.0,13,0,2,1,2,2.0,3.0,3.0,4
50,Travel_Frequently,Research & Development,19,4,Life Sciences,1344,2,Sales Executive,Single,53770,4.0,14,1,3,2,1,3.0,4.0,3.0,4
31,Travel_Rarely,Research & Development,15,1,Medical,1345,2,Sales Executive,Married,40660,3.0,22,0,2,2,2,2.0,3.0,3.0,2
41,Travel_Rarely,Research & Development,17,2,Other,1346,1,Manufacturing Director,Divorced,52080,3.0,11,3,2,0,7,3.0,3.0,3.0,1
26,Travel_Rarely,Research & Development,17,4,Life Sciences,1347,2,Sales Executive,Married,48770,1.0,13,1,5,5,7,3.0,3.0,3.0,4
36,Travel_Rarely,Human Resources,25,1,Human Resources,1348,2,Research Scientist,Divorced,31170,6.0,21,1,2,0,1,2.0,2.0,3.0,4
51,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,1,Manager,Single,15690,2.0,11,0,2,0,3,1.0,4.0,3.0,4
39,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,1,Research Scientist,Married,196580,4.0,13,1,3,5,9,4.0,3.0,4.0,4
25,Travel_Rarely,Sales,29,1,Medical,1351,3,Research Scientist,Married,30690,2.0,14,1,3,2,2,1.0,3.0,3.0,2
30,Travel_Rarely,Research & Development,21,1,Medical,1352,2,Laboratory Technician,Married,104350,0.0,11,0,5,4,7,3.0,4.0,1.0,3
32,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,2,Research Director,Single,41480,7.0,15,0,0,0,4,1.0,1.0,4.0,2
45,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,2,Healthcare Representative,Single,57680,5.0,23,1,4,0,3,3.0,4.0,2.0,3
38,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,2,Research Director,Single,50420,3.0,16,1,4,2,2,4.0,3.0,3.0,3
30,Travel_Rarely,Sales,13,3,Marketing,1356,2,Laboratory Technician,Single,57700,1.0,16,1,2,0,4,1.0,3.0,2.0,4
32,Travel_Frequently,Sales,2,3,Marketing,1357,3,Laboratory Technician,Divorced,77560,0.0,21,0,3,0,7,4.0,4.0,4.0,3
30,Travel_Rarely,Research & Development,1,3,Medical,1358,3,Sales Executive,Divorced,103060,5.0,13,0,5,2,2,4.0,1.0,3.0,3
30,Travel_Rarely,Sales,9,3,Medical,1359,2,Research Scientist,Single,39360,0.0,11,1,3,1,2,2.0,4.0,3.0,3
41,Travel_Frequently,Sales,10,2,Medical,1360,3,Manufacturing Director,Divorced,79450,4.0,12,1,6,7,7,4.0,1.0,2.0,2
41,Travel_Rarely,Research & Development,10,4,Medical,1361,4,Research Scientist,Married,57430,2.0,12,3,2,1,4,3.0,1.0,3.0,4
19,Travel_Rarely,Research & Development,1,3,Other,1362,5,Manufacturing Director,Single,152020,1.0,18,3,2,0,0,2.0,2.0,3.0,2
40,Travel_Frequently,Research & Development,26,4,Medical,1363,2,Manufacturing Director,Divorced,54400,1.0,12,1,2,2,13,2.0,2.0,3.0,3
35,Travel_Rarely,Sales,8,1,Marketing,1364,3,Laboratory Technician,Married,37600,1.0,14,3,2,0,6,3.0,2.0,3.0,3
53,Travel_Rarely,Sales,14,2,Life Sciences,1365,5,Manufacturing Director,Married,35170,2.0,12,1,1,4,5,2.0,3.0,1.0,2
45,Travel_Rarely,Sales,1,4,Technical Degree,1366,1,Research Scientist,Divorced,25800,8.0,17,3,3,0,15,2.0,2.0,1.0,3
32,Travel_Frequently,Sales,2,2,Life Sciences,1367,1,Manufacturing Director,Single,21660,1.0,19,1,4,3,7,2.0,4.0,3.0,1
29,Non-Travel,Research & Development,10,4,Technical Degree,1368,3,Healthcare Representative,Married,58690,1.0,11,1,6,0,9,4.0,3.0,3.0,4
51,Travel_Rarely,Research & Development,1,3,Other,1369,3,Research Director,Married,80080,2.0,15,1,4,0,0,2.0,3.0,3.0,3
58,Travel_Rarely,Sales,3,3,Marketing,1370,1,Research Scientist,Married,52060,4.0,11,3,4,0,0,2.0,2.0,2.0,1
40,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,4,Laboratory Technician,Married,52950,7.0,18,0,4,2,11,3.0,4.0,2.0,3
34,Travel_Frequently,Sales,24,4,Marketing,1372,2,Manufacturing Director,Married,164130,6.0,16,0,1,1,2,3.0,3.0,3.0,3
22,Travel_Rarely,Research & Development,3,3,Medical,1373,1,Laboratory Technician,Married,132690,1.0,25,1,2,2,2,3.0,4.0,3.0,3
27,Non-Travel,Research & Development,3,3,Medical,1374,1,Healthcare Representative,Divorced,27830,6.0,16,1,2,2,2,4.0,2.0,1.0,4
28,Travel_Rarely,Sales,4,4,Life Sciences,1375,2,Healthcare Representative,Married,54330,1.0,13,1,4,0,2,3.0,4.0,1.0,2
57,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,2,Manufacturing Director,Divorced,20130,3.0,14,1,5,1,4,3.0,4.0,1.0,3
27,Non-Travel,Research & Development,2,3,Life Sciences,1377,1,Manufacturing Director,Divorced,139660,1.0,19,0,1,0,1,3.0,3.0,2.0,3
50,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,2,Manufacturing Director,Single,43740,3.0,15,1,5,4,4,3.0,2.0,3.0,4
41,Travel_Rarely,Sales,7,4,Marketing,1379,4,Laboratory Technician,Divorced,68420,4.0,12,1,3,1,8,1.0,3.0,3.0,3
30,Travel_Rarely,Human Resources,1,4,Human Resources,1380,1,Manager,Married,174260,2.0,12,1,0,7,4,2.0,4.0,3.0,2
38,Travel_Rarely,Sales,1,1,Medical,1381,2,Laboratory Technician,Single,176030,4.0,16,0,0,0,7,1.0,4.0,4.0,2
32,Travel_Rarely,Research & Development,20,3,Medical,1382,1,Manufacturing Director,Single,45810,3.0,14,1,3,1,4,3.0,3.0,3.0,3
27,Travel_Rarely,Research & Development,5,4,Medical,1383,2,Healthcare Representative,Married,47350,0.0,13,0,2,1,1,3.0,2.0,2.0,3
19,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,2,Healthcare Representative,Single,41870,0.0,22,1,4,0,0,3.0,1.0,4.0,3
36,Travel_Frequently,Sales,25,3,Marketing,1385,2,Research Director,Single,55050,4.0,21,2,3,7,2,4.0,2.0,2.0,3
30,Non-Travel,Sales,1,3,Medical,1386,1,Sales Executive,Divorced,54700,1.0,18,1,2,6,10,3.0,1.0,3.0,3
45,Travel_Rarely,Research & Development,24,2,Medical,1387,2,Sales Executive,Divorced,54760,4.0,13,1,3,0,3,3.0,1.0,4.0,3
56,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,4,Manager,Divorced,25870,4.0,12,0,2,2,2,3.0,1.0,3.0,2
33,Travel_Rarely,Research & Development,2,2,Medical,1389,1,Sales Executive,Single,24400,0.0,18,3,4,0,2,3.0,4.0,4.0,3
19,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,2,Sales Executive,Single,159720,1.0,21,0,2,1,0,2.0,4.0,2.0,3
46,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,2,Laboratory Technician,Divorced,153790,1.0,12,0,1,15,7,2.0,1.0,3.0,1
38,Travel_Rarely,Sales,4,4,Life Sciences,1392,1,Manufacturing Director,Single,70820,1.0,14,0,3,2,1,3.0,4.0,3.0,4
31,Travel_Rarely,Sales,2,5,Life Sciences,1393,2,Sales Representative,Married,27280,8.0,11,0,3,0,2,3.0,4.0,3.0,4
34,Travel_Rarely,Sales,9,3,Marketing,1394,2,Manager,Single,53680,2.0,14,1,2,1,2,4.0,2.0,3.0,3
41,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,5,Laboratory Technician,Single,53470,1.0,24,1,1,0,2,2.0,2.0,2.0,3
50,Travel_Rarely,Sales,19,4,Marketing,1396,3,Sales Executive,Married,31950,2.0,11,0,4,0,2,3.0,3.0,2.0,2
53,Travel_Rarely,Sales,1,2,Life Sciences,1397,1,Manager,Divorced,39890,1.0,13,0,2,1,3,4.0,1.0,3.0,3
33,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,1,Human Resources,Married,33060,1.0,11,3,6,1,6,4.0,2.0,3.0,1
40,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,2,Sales Executive,Married,70050,1.0,20,2,2,9,9,4.0,3.0,3.0,3
55,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,2,Laboratory Technician,Single,26550,8.0,17,0,0,2,15,3.0,2.0,3.0,2
34,Travel_Frequently,Human Resources,7,4,Other,1401,1,Research Scientist,Married,13930,1.0,11,2,4,1,9,4.0,3.0,2.0,4
51,Travel_Rarely,Human Resources,4,2,Human Resources,1402,2,Sales Representative,Single,25700,3.0,18,0,2,1,0,4.0,2.0,3.0,3
52,Travel_Rarely,Research & Development,2,4,Medical,1403,2,Sales Representative,Married,35370,0.0,11,1,3,11,9,3.0,3.0,3.0,3
27,Travel_Rarely,Sales,15,3,Marketing,1404,1,Research Scientist,Single,39860,1.0,12,2,3,0,3,4.0,2.0,2.0,3
35,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,2,Research Director,Married,108830,3.0,12,0,3,0,1,2.0,3.0,3.0,4
43,Non-Travel,Research & Development,6,2,Medical,1406,1,Healthcare Representative,Divorced,20280,4.0,20,1,2,2,2,4.0,4.0,4.0,2
45,Non-Travel,Research & Development,9,2,Medical,1407,1,Sales Executive,Married,95250,9.0,19,0,3,11,8,1.0,4.0,3.0,3
37,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,1,Research Scientist,Married,29290,1.0,12,0,2,1,7,2.0,1.0,3.0,1
35,Travel_Frequently,Research & Development,1,3,Other,1409,2,Research Director,Single,22750,5.0,13,0,2,1,2,2.0,2.0,3.0,4
42,Non-Travel,Research & Development,1,1,Technical Degree,1410,2,Sales Executive,Divorced,78790,2.0,11,1,2,0,2,3.0,3.0,3.0,3
38,Travel_Rarely,Sales,8,2,Marketing,1411,5,Research Scientist,Married,49300,9.0,14,0,0,0,0,4.0,3.0,3.0,3
38,Travel_Rarely,Human Resources,25,1,Human Resources,1412,1,Manufacturing Director,Married,78470,3.0,14,1,3,1,7,4.0,4.0,1.0,4
27,Travel_Frequently,Research & Development,13,4,Medical,1413,1,Manager,Married,44010,5.0,13,0,4,2,0,3.0,1.0,3.0,2
49,Non-Travel,Research & Development,23,1,Other,1414,2,Sales Executive,Divorced,92410,1.0,19,1,5,1,7,4.0,4.0,3.0,3
34,Travel_Frequently,Research & Development,7,2,Medical,1415,4,Sales Representative,Divorced,29740,1.0,23,0,2,2,0,4.0,3.0,4.0,3
40,Travel_Rarely,Research & Development,23,3,Medical,1416,1,Laboratory Technician,Married,45020,8.0,12,2,0,3,7,3.0,4.0,4.0,2
38,Travel_Rarely,Sales,6,4,Life Sciences,1417,3,Research Scientist,Married,107480,7.0,15,0,3,0,0,2.0,1.0,3.0,3
29,Travel_Rarely,Sales,10,2,Life Sciences,1418,2,Research Scientist,Married,15550,1.0,19,2,2,1,9,2.0,4.0,2.0,3
22,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,4,Healthcare Representative,Divorced,129360,1.0,11,2,3,2,2,4.0,2.0,2.0,3
36,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,2,Laboratory Technician,Single,23050,1.0,17,0,3,1,7,2.0,4.0,3.0,3
40,Non-Travel,Research & Development,28,2,Life Sciences,1421,1,Manufacturing Director,Married,167040,9.0,22,0,2,0,2,4.0,4.0,1.0,4
46,Travel_Rarely,Research & Development,25,1,Medical,1422,5,Research Scientist,Divorced,34330,7.0,18,0,3,0,3,4.0,1.0,3.0,3
32,Travel_Rarely,Research & Development,5,3,Medical,1423,1,Healthcare Representative,Married,34770,1.0,11,0,2,9,8,4.0,4.0,2.0,4
30,Non-Travel,Research & Development,17,4,Life Sciences,1424,2,Healthcare Representative,Single,64300,1.0,12,1,2,5,8,3.0,3.0,3.0,2
27,Travel_Frequently,Research & Development,18,2,Medical,1425,1,Laboratory Technician,Single,65160,1.0,19,1,4,0,7,4.0,3.0,3.0,3
51,Travel_Rarely,Research & Development,2,1,Medical,1426,1,Manufacturing Director,Married,39070,5.0,13,0,2,4,7,2.0,2.0,1.0,3
30,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,2,Research Scientist,Single,55620,5.0,13,0,3,0,4,4.0,1.0,3.0,2
41,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,2,Human Resources,Single,68830,3.0,19,2,3,0,0,4.0,4.0,3.0,2
30,Travel_Frequently,Sales,3,2,Medical,1429,2,Healthcare Representative,Single,28620,5.0,14,0,2,0,1,3.0,1.0,2.0,2
29,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,1,Sales Executive,Single,49780,0.0,13,0,3,1,5,3.0,3.0,2.0,2
45,Non-Travel,Research & Development,2,3,Medical,1431,2,Research Scientist,Single,103680,6.0,12,2,2,12,8,4.0,4.0,3.0,3
54,Travel_Rarely,Sales,8,2,Marketing,1432,2,Laboratory Technician,Married,61340,2.0,19,0,2,0,5,4.0,1.0,3.0,2
36,Travel_Rarely,Research & Development,16,4,Life Sciences,1433,1,Healthcare Representative,Single,67350,8.0,25,2,3,3,7,4.0,2.0,4.0,2
33,Travel_Rarely,Sales,9,1,Other,1434,3,Sales Executive,Married,32950,6.0,22,2,2,1,1,3.0,2.0,3.0,3
37,Travel_Frequently,Sales,2,4,Life Sciences,1435,2,Laboratory Technician,Divorced,52380,1.0,15,1,5,0,7,2.0,4.0,3.0,3
38,Travel_Rarely,Research & Development,1,2,Medical,1436,4,Laboratory Technician,Divorced,64720,0.0,12,0,4,5,13,1.0,3.0,2.0,3
31,Non-Travel,Sales,4,1,Medical,1437,3,Research Scientist,Married,96100,0.0,11,1,2,1,4,3.0,3.0,3.0,2
59,Travel_Rarely,Research & Development,5,3,Life Sciences,1438,3,Manager,Married,198330,3.0,13,0,2,0,0,3.0,4.0,3.0,3
37,Travel_Frequently,Sales,2,3,Marketing,1439,2,Laboratory Technician,Divorced,97560,4.0,19,0,2,5,8,1.0,4.0,3.0,3
29,Travel_Frequently,Sales,15,4,Medical,1440,1,Sales Executive,Married,49680,1.0,19,3,4,4,1,2.0,4.0,3.0,3
35,Travel_Frequently,Research & Development,19,3,Life Sciences,1441,1,Sales Executive,Single,21450,1.0,13,0,6,0,8,3.0,3.0,4.0,2
29,Travel_Rarely,Research & Development,7,1,Life Sciences,1442,1,Research Scientist,Single,21800,1.0,21,0,2,0,1,3.0,4.0,2.0,3
52,Travel_Rarely,Research & Development,1,2,Medical,1443,4,Manager,Single,83460,7.0,14,0,5,2,2,3.0,4.0,2.0,3
42,Travel_Rarely,Research & Development,7,4,Life Sciences,1444,2,Sales Executive,Married,34450,1.0,11,2,2,11,15,3.0,4.0,3.0,3
59,Travel_Rarely,Research & Development,4,4,Technical Degree,1445,1,Healthcare Representative,Married,27600,8.0,11,0,3,2,2,2.0,3.0,2.0,4
50,Travel_Rarely,Research & Development,11,2,Life Sciences,1446,2,Sales Executive,Divorced,62940,3.0,23,1,2,0,6,4.0,4.0,2.0,4
33,Travel_Rarely,Sales,11,4,Marketing,1447,1,Research Scientist,Married,71400,5.0,21,0,2,0,4,3.0,4.0,1.0,2
43,Travel_Rarely,Sales,1,3,Marketing,1448,2,Manufacturing Director,Married,29320,5.0,24,0,3,1,9,4.0,4.0,3.0,3
33,Travel_Rarely,Sales,1,3,Life Sciences,1449,2,Manager,Married,51470,7.0,11,0,2,1,7,1.0,1.0,4.0,3
52,Non-Travel,Research & Development,2,3,Technical Degree,1450,1,Sales Executive,Single,45070,1.0,14,0,3,15,12,1.0,3.0,4.0,2
32,Travel_Rarely,Human Resources,13,4,Life Sciences,1451,3,Manufacturing Director,Married,85640,2.0,16,1,2,1,2,3.0,2.0,3.0,2
32,Travel_Rarely,Sales,23,1,Life Sciences,1452,3,Healthcare Representative,Single,24680,0.0,11,0,2,1,2,4.0,3.0,1.0,3
39,Travel_Rarely,Sales,26,4,Life Sciences,1453,2,Research Director,Divorced,81610,7.0,12,1,2,1,2,3.0,3.0,3.0,4
32,Non-Travel,Sales,2,4,Marketing,1454,4,Research Scientist,Married,21090,0.0,13,1,3,2,2,3.0,4.0,3.0,2
41,Travel_Rarely,Sales,29,3,Life Sciences,1455,2,Laboratory Technician,Divorced,52940,2.0,15,0,3,0,0,3.0,1.0,2.0,2
40,Travel_Rarely,Research & Development,2,3,Life Sciences,1456,1,Manufacturing Director,Divorced,27180,1.0,14,1,4,4,7,1.0,4.0,3.0,2
45,Travel_Rarely,Research & Development,18,1,Life Sciences,1457,2,Sales Representative,Married,58110,0.0,14,0,4,1,7,3.0,4.0,3.0,2
31,Travel_Frequently,Research & Development,7,4,Medical,1458,1,Research Scientist,Divorced,24370,9.0,14,1,3,2,2,2.0,3.0,3.0,4
33,Travel_Rarely,Research & Development,2,4,Life Sciences,1459,1,Sales Executive,Married,27660,1.0,12,1,2,0,2,3.0,4.0,2.0,3
34,Travel_Rarely,Research & Development,26,3,Other,1460,1,Sales Executive,Married,190380,6.0,13,0,3,5,9,4.0,1.0,3.0,2
37,Travel_Rarely,Research & Development,22,5,Medical,1461,2,Manufacturing Director,Married,30550,2.0,14,3,3,0,2,3.0,1.0,2.0,3
45,Travel_Frequently,Sales,21,1,Marketing,1462,3,Research Scientist,Married,22890,4.0,13,0,3,0,2,1.0,3.0,3.0,2
37,Travel_Frequently,Sales,2,3,Marketing,1463,1,Laboratory Technician,Divorced,40010,6.0,11,1,2,0,0,1.0,3.0,3.0,3
39,Travel_Frequently,Research & Development,22,3,Medical,1464,1,Manufacturing Director,Single,129650,0.0,19,1,2,11,8,3.0,3.0,3.0,3
29,Travel_Rarely,Sales,4,3,Other,1465,2,Human Resources,Single,35390,1.0,18,0,2,1,5,3.0,4.0,3.0,2
42,Travel_Rarely,Research & Development,5,4,Medical,1466,1,Research Scientist,Single,60290,3.0,17,1,5,0,2,4.0,1.0,3.0,3
29,Travel_Rarely,Research & Development,2,4,Medical,1467,1,Laboratory Technician,Divorced,26790,2.0,15,0,2,0,2,4.0,4.0,3.0,2
25,Travel_Rarely,Research & Development,25,2,Life Sciences,1468,2,Sales Executive,Married,37020,0.0,20,0,4,1,2,1.0,3.0,3.0,3
42,Travel_Rarely,Sales,18,2,Medical,1469,1,Laboratory Technician,Divorced,23980,0.0,14,1,2,7,8,4.0,3.0,3.0,2
40,Travel_Rarely,Research & Development,28,3,Medical,1470,2,Laboratory Technician,Divorced,54680,0.0,12,0,6,3,9,1.0,3.0,3.0,4
51,Travel_Rarely,Sales,6,2,Life Sciences,1471,1,Healthcare Representative,Married,131160,1.0,11,0,6,0,0,3.0,4.0,3.0,3
31,Travel_Frequently,Research & Development,10,1,Life Sciences,1472,1,Research Scientist,Single,41890,0.0,23,1,3,1,4,3.0,2.0,4.0,2
